ktotal,kBell,kGHZ,TotalRate,TotalRateBell,TotalRateGHZ
13,9,4,1.24959077397682,1.24959077397682,0
13,10,0,1.65355223080624,1.65355223080624,0
13,10,1,1.65355223080624,1.65355223080624,0
13,10,2,1.65355223080624,1.65355223080624,0
13,10,3,1.65355223080624,1.65355223080624,0
13,11,0,1.65355223080624,1.65355223080624,0
13,11,1,1.65355223080624,1.65355223080624,0
13,11,2,1.65355223080624,1.65355223080624,0
13,12,0,2.08783226478744,2.08783226478744,0
13,12,1,2.08783226478744,2.08783226478744,0
13,13,0,2.08783226478744,2.08783226478744,0
14,0,0,0,0,0
14,0,1,0,0,0
14,0,2,0,0,0
14,0,3,0,0,0
14,0,4,0,0,0
14,0,5,0,0,0
14,0,6,0.413784259292221,0,0.413784259292221
14,0,7,0.413784259292221,0,0.413784259292221
14,0,8,0.413784259292221,0,0.413784259292221
14,0,9,0.727596856209078,0,0.727596856209078
14,0,10,0.727596856209078,0,0.727596856209078
14,0,11,0.727596856209078,0,0.727596856209078
14,0,12,1.12994455222235,0,1.12994455222235
14,0,13,1.12994455222235,0,1.12994455222235
14,0,14,1.12994455222235,0,1.12994455222235
14,1,0,0,0,0
14,1,1,0,0,0
14,1,2,0,0,0
14,1,3,0,0,0
14,1,4,0,0,0
14,1,5,0,0,0
14,1,6,0.413784259292221,0,0.413784259292221
14,1,7,0.413784259292221,0,0.413784259292221
14,1,8,0.413784259292221,0,0.413784259292221
14,1,9,0.727596856209078,0,0.727596856209078
14,1,10,0.727596856209078,0,0.727596856209078
14,1,11,0.727596856209078,0,0.727596856209078
14,1,12,1.12994455222235,0,1.12994455222235
14,1,13,1.12994455222235,0,1.12994455222235
14,2,0,0.112212030571856,0.112212030571856,0
14,2,1,0.112212030571856,0.112212030571856,0
14,2,2,0.112212030571856,0.112212030571856,0
14,2,3,0.112212030571856,0.112212030571856,0
14,2,4,0.112212030571856,0.112212030571856,0
14,2,5,0.112212030571856,0.112212030571856,0
14,2,6,0.525996289864077,0.112212030571856,0.413784259292221
14,2,7,0.525996289864077,0.112212030571856,0.413784259292221
14,2,8,0.525996289864077,0.112212030571856,0.413784259292221
14,2,9,0.839808886780933,0.112212030571856,0.727596856209078
14,2,10,0.839808886780933,0.112212030571856,0.727596856209078
14,2,11,0.839808886780933,0.112212030571856,0.727596856209078
14,2,12,1.2421565827942,0.112212030571856,1.12994455222235
14,3,0,0.112212030571856,0.112212030571856,0
14,3,1,0.112212030571856,0.112212030571856,0
14,3,2,0.112212030571856,0.112212030571856,0
14,3,3,0.112212030571856,0.112212030571856,0
14,3,4,0.112212030571856,0.112212030571856,0
14,3,5,0.112212030571856,0.112212030571856,0
14,3,6,0.525996289864077,0.112212030571856,0.413784259292221
14,3,7,0.525996289864077,0.112212030571856,0.413784259292221
14,3,8,0.525996289864077,0.112212030571856,0.413784259292221
14,3,9,0.839808886780933,0.112212030571856,0.727596856209078
14,3,10,0.839808886780933,0.112212030571856,0.727596856209078
14,3,11,0.839808886780933,0.112212030571856,0.727596856209078
14,4,0,0.434847128499401,0.434847128499401,0
14,4,1,0.434847128499401,0.434847128499401,0
14,4,2,0.434847128499401,0.434847128499401,0
14,4,3,0.434847128499401,0.434847128499401,0
14,4,4,0.434847128499401,0.434847128499401,0
14,4,5,0.434847128499401,0.434847128499401,0
14,4,6,0.848631387791622,0.434847128499401,0.413784259292221
14,4,7,0.848631387791622,0.434847128499401,0.413784259292221
14,4,8,0.848631387791622,0.434847128499401,0.413784259292221
14,4,9,1.16244398470848,0.434847128499401,0.727596856209078
14,4,10,1.16244398470848,0.434847128499401,0.727596856209078
14,5,0,0.434847128499401,0.434847128499401,0
14,5,1,0.434847128499401,0.434847128499401,0
14,5,2,0.434847128499401,0.434847128499401,0
14,5,3,0.434847128499401,0.434847128499401,0
