kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
21,10,11,2,5,1.75571705147794,0.104965717735598,1.65075133374235
21,11,10,2,5,1.75571705147794,0.104965717735598,1.65075133374235
21,12,9,3,4,1.6862322066052,0.437841411086494,1.24839079551871
21,13,8,3,4,1.6862322066052,0.437841411086494,1.24839079551871
21,14,7,3,3,1.30160195571789,0.437841411086494,0.863760544631394
21,15,6,3,3,1.30160195571789,0.437841411086494,0.863760544631394
21,16,5,4,2,1.09633918106902,0.662067582927986,0.434271598141036
21,17,4,4,2,1.09633918106902,0.662067582927986,0.434271598141036
21,18,3,4,1,0.774914114148737,0.662067582927986,0.112846531220752
21,19,2,4,1,0.774914114148737,0.662067582927986,0.112846531220752
21,20,1,5,0,1.01515032056141,1.01515032056141,0
21,21,0,5,0,1.01515032056141,1.01515032056141,0
22,0,22,0,11,4.22456767350208,0,4.22456767350208
22,1,21,0,10,3.80590490351194,0,3.80590490351194
22,2,20,0,10,3.80590490351194,0,3.80590490351194
22,3,19,0,9,3.36444709406648,0,3.36444709406648
22,4,18,1,9,3.36444709406648,0,3.36444709406648
22,5,17,1,8,2.93556582824475,0,2.93556582824475
22,6,16,1,8,2.93556582824475,0,2.93556582824475
22,7,15,1,7,2.51924949209035,0,2.51924949209035
22,8,14,2,7,2.62421520982595,0.104965717735598,2.51924949209035
22,9,13,2,6,2.19616181093531,0.104965717735598,2.09119609319971
22,10,12,2,6,2.19616181093531,0.104965717735598,2.09119609319971
22,11,11,2,5,1.75571705147794,0.104965717735598,1.65075133374235
22,12,10,3,5,2.08859274482884,0.437841411086494,1.65075133374235
22,13,9,3,4,1.6862322066052,0.437841411086494,1.24839079551871
22,14,8,3,4,1.6862322066052,0.437841411086494,1.24839079551871
22,15,7,3,3,1.30160195571789,0.437841411086494,0.863760544631394
22,16,6,4,3,1.52582812755938,0.662067582927986,0.863760544631394
22,17,5,4,2,1.09633918106902,0.662067582927986,0.434271598141036
22,18,4,4,2,1.09633918106902,0.662067582927986,0.434271598141036
22,19,3,4,1,0.774914114148737,0.662067582927986,0.112846531220752
22,20,2,5,1,1.12799685178216,1.01515032056141,0.112846531220752
22,21,1,5,0,1.01515032056141,1.01515032056141,0
22,22,0,5,0,1.01515032056141,1.01515032056141,0
23,0,23,0,11,4.22456767350208,0,4.22456767350208
23,1,22,0,11,4.22456767350208,0,4.22456767350208
23,2,21,0,10,3.80590490351194,0,3.80590490351194
23,3,20,0,10,3.80590490351194,0,3.80590490351194
23,4,19,1,9,3.36444709406648,0,3.36444709406648
23,5,18,1,9,3.36444709406648,0,3.36444709406648
23,6,17,1,8,2.93556582824475,0,2.93556582824475
23,7,16,1,8,2.93556582824475,0,2.93556582824475
23,8,15,2,7,2.62421520982595,0.104965717735598,2.51924949209035
23,9,14,2,7,2.62421520982595,0.104965717735598,2.51924949209035
23,10,13,2,6,2.19616181093531,0.104965717735598,2.09119609319971
