kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
21,8,13,2,6,2.19217005003531,0.0984880965553853,2.09368195347993
21,9,12,2,6,2.19217005003531,0.0984880965553853,2.09368195347993
21,10,11,2,5,1.74809923668277,0.0984880965553853,1.64961114012738
21,11,10,2,5,1.74809923668277,0.0984880965553853,1.64961114012738
21,12,9,3,4,1.67913282187188,0.431371675175746,1.24776114669613
21,13,8,3,4,1.67913282187188,0.431371675175746,1.24776114669613
21,14,7,3,3,1.29555845824293,0.431371675175746,0.864186783067182
21,15,6,3,3,1.29555845824293,0.431371675175746,0.864186783067182
21,16,5,4,2,1.08391765076575,0.649172084018365,0.434745566747388
21,17,4,4,2,1.08391765076575,0.649172084018365,0.434745566747388
21,18,3,4,1,0.761612936454022,0.649172084018365,0.112440852435657
21,19,2,4,1,0.761612936454022,0.649172084018365,0.112440852435657
21,20,1,5,0,0.999551874271552,0.999551874271552,0
21,21,0,5,0,0.999551874271552,0.999551874271552,0
22,0,22,0,11,4.22561736954987,0,4.22561736954987
22,1,21,0,10,3.80855917134873,0,3.80855917134873
22,2,20,0,10,3.80855917134873,0,3.80855917134873
22,3,19,0,9,3.36256679821114,0,3.36256679821114
22,4,18,1,9,3.36256679821114,0,3.36256679821114
22,5,17,1,8,2.9343974800413,0,2.9343974800413
22,6,16,1,8,2.9343974800413,0,2.9343974800413
22,7,15,1,7,2.5196635494644,0,2.5196635494644
22,8,14,2,7,2.61815164601979,0.0984880965553853,2.5196635494644
22,9,13,2,6,2.19217005003531,0.0984880965553853,2.09368195347993
22,10,12,2,6,2.19217005003531,0.0984880965553853,2.09368195347993
22,11,11,2,5,1.74809923668277,0.0984880965553853,1.64961114012738
22,12,10,3,5,2.08098281530313,0.431371675175746,1.64961114012738
22,13,9,3,4,1.67913282187188,0.431371675175746,1.24776114669613
22,14,8,3,4,1.67913282187188,0.431371675175746,1.24776114669613
22,15,7,3,3,1.29555845824293,0.431371675175746,0.864186783067182
22,16,6,4,3,1.51335886708555,0.649172084018365,0.864186783067182
22,17,5,4,2,1.08391765076575,0.649172084018365,0.434745566747388
22,18,4,4,2,1.08391765076575,0.649172084018365,0.434745566747388
22,19,3,4,1,0.761612936454022,0.649172084018365,0.112440852435657
22,20,2,5,1,1.11199272670721,0.999551874271552,0.112440852435657
22,21,1,5,0,0.999551874271552,0.999551874271552,0
22,22,0,5,0,0.999551874271552,0.999551874271552,0
23,0,23,0,11,4.22561736954987,0,4.22561736954987
23,1,22,0,11,4.22561736954987,0,4.22561736954987
23,2,21,0,10,3.80855917134873,0,3.80855917134873
23,3,20,0,10,3.80855917134873,0,3.80855917134873
23,4,19,1,9,3.36256679821114,0,3.36256679821114
23,5,18,1,9,3.36256679821114,0,3.36256679821114
23,6,17,1,8,2.9343974800413,0,2.9343974800413
23,7,16,1,8,2.9343974800413,0,2.9343974800413
23,8,15,2,7,2.61815164601979,0.0984880965553853,2.5196635494644
