kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
21,4,17,1,8,2.93493889250537,0,2.93493889250537
21,5,16,1,8,2.93493889250537,0,2.93493889250537
21,6,15,2,7,2.93176037098372,0.412960517107589,2.51879985387614
21,7,14,2,7,2.93176037098372,0.412960517107589,2.51879985387614
21,8,13,2,6,2.50529515778237,0.412960517107589,2.09233464067478
21,9,12,3,6,2.82231920943042,0.729984568755643,2.09233464067478
21,10,11,3,5,2.38014545620438,0.729984568755643,1.65016088744874
21,11,10,3,5,2.38014545620438,0.729984568755643,1.65016088744874
21,12,9,4,4,2.38167691301616,1.13310165722302,1.24857525579314
21,13,8,4,4,2.38167691301616,1.13310165722302,1.24857525579314
21,14,7,4,3,1.99630026319619,1.13310165722302,0.863198605973166
21,15,6,5,3,2.40158200375265,1.53838339777949,0.863198605973166
21,16,5,5,2,1.97412882218987,1.53838339777949,0.435745424410378
21,17,4,5,2,1.97412882218987,1.53838339777949,0.435745424410378
21,18,3,6,1,2.00569963377974,1.8925738703109,0.113125763468843
21,19,2,6,1,2.00569963377974,1.8925738703109,0.113125763468843
21,20,1,6,0,1.8925738703109,1.8925738703109,0
21,21,0,7,0,2.33583604329434,2.33583604329434,0
22,0,22,0,11,4.22363422807617,0,4.22363422807617
22,1,21,0,10,3.80950162104097,0,3.80950162104097
22,2,20,0,10,3.80950162104097,0,3.80950162104097
22,3,19,1,9,3.36210727245199,0,3.36210727245199
22,4,18,1,9,3.36210727245199,0,3.36210727245199
22,5,17,1,8,2.93493889250537,0,2.93493889250537
22,6,16,2,8,3.34789940961295,0.412960517107589,2.93493889250537
22,7,15,2,7,2.93176037098372,0.412960517107589,2.51879985387614
22,8,14,2,7,2.93176037098372,0.412960517107589,2.51879985387614
22,9,13,3,6,2.82231920943042,0.729984568755643,2.09233464067478
22,10,12,3,6,2.82231920943042,0.729984568755643,2.09233464067478
22,11,11,3,5,2.38014545620438,0.729984568755643,1.65016088744874
22,12,10,4,5,2.78326254467176,1.13310165722302,1.65016088744874
22,13,9,4,4,2.38167691301616,1.13310165722302,1.24857525579314
22,14,8,4,4,2.38167691301616,1.13310165722302,1.24857525579314
22,15,7,5,3,2.40158200375265,1.53838339777949,0.863198605973166
22,16,6,5,3,2.40158200375265,1.53838339777949,0.863198605973166
22,17,5,5,2,1.97412882218987,1.53838339777949,0.435745424410378
22,18,4,6,2,2.32831929472127,1.8925738703109,0.435745424410378
22,19,3,6,1,2.00569963377974,1.8925738703109,0.113125763468843
22,20,2,6,1,2.00569963377974,1.8925738703109,0.113125763468843
22,21,1,7,0,2.33583604329434,2.33583604329434,0
22,22,0,7,0,2.33583604329434,2.33583604329434,0
23,0,23,0,11,4.22363422807617,0,4.22363422807617
23,1,22,0,11,4.22363422807617,0,4.22363422807617
23,2,21,0,10,3.80950162104097,0,3.80950162104097
23,3,20,1,10,3.80950162104097,0,3.80950162104097
23,4,19,1,9,3.36210727245199,0,3.36210727245199
